"R0000100","R0536300","R0536401","R0536402","R1235800","R1318100","R1318200","R1482600","R3961800","R3961900","R3989100","R3989200","R5473600","R5473700","R7237300","R7237400","R9829600","S0920000","S0920100","S0920200","S0920300","S0920400","S0920500","S0920600","S0920700","S1552600","S1552700","T3162500","T3162501","T3162502","T3162503","T3162504","T3162505","T3162506","T3162507","T3162508","T3162509","T3162600","T3162601","T3162602","T3162603","T3162700","T3162701","T3162702","T3162703","T6216400","T6216401","T6216402","T6216403","T6216500","T6216501","T6216502","T6216503","T9039400","T9039500","T9039600","T9039700","T9039800","T9039900","T9040000","T9040100","U1028900","U1029000","U1029100","U1029200","U1029300","U1029400","U1029500","U1029600","U2969100","U2969200","U2969300","U2969400","U2969500","U2969600","U2969700","U2969800","U4954600","Z9033700","Z9033800","Z9033900","Z9034000","Z9034100","Z9034200"
5259,1,10,1980,1,-4,-4,4,-4,-4,-4,-4,-4,-4,-4,-4,77143,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,6,3,6,2,3,3,6,2,5,3,2,2,6,6,3,5,5,5,1,1,6,6,5,6,6,4,4,2,4,2,4,4,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4
5260,1,8,1982,1,58,103,4,-4,-4,-4,-4,-4,-4,-4,-4,38757,2,2,2,2,2,4,4,2,-4,-4,7,2,7,2,6,5,5,3,5,5,1,1,7,7,2,5,5,5,1,1,7,6,2,5,7,6,4,4,4,1,5,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4
5261,2,5,1984,1,18,86,4,21,88,18,86,16,85,13,83,36074,1,3,1,1,5,1,1,5,-4,-4,6,6,6,7,6,2,6,2,3,1,1,1,7,7,7,7,4,1,2,2,6,6,6,5,5,3,3,3,3,1,3,4,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4
5262,1,12,1982,1,81,113,4,-4,-4,-4,-4,-4,-4,-4,-4,76763,4,3,2,5,3,3,4,5,-4,-4,6,1,7,5,5,5,1,3,5,2,1,1,7,7,5,7,2,4,1,2,6,6,4,6,4,4,3,4,4,1,3,5,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4
5263,2,1,1984,1,18,86,4,25,90,18,86,34,94,18,86,46247,2,2,1,2,3,3,3,4,-4,-4,4,2,6,5,5,1,6,5,4,2,2,2,4,6,6,6,5,3,1,2,4,6,4,4,4,4,3,3,4,2,5,5,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,4,5
5264,2,9,1980,1,-4,-4,4,-4,-4,-4,-4,-4,-4,-4,-4,68623,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,6,2,7,5,7,2,6,2,5,3,4,1,5,6,4,3,4,3,2,3,7,6,2,4,6,2,3,2,4,2,4,3,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4
5265,2,8,1981,1,-4,-4,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,7,1,7,1,7,1,7,1,7,2,1,1,7,7,4,3,5,6,2,2,7,7,2,2,7,7,3,1,4,1,3,4,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,2,2,3,2,-4,-4
5266,1,3,1984,1,30,92,4,23,89,19,87,10,81,14,84,-4,4,3,4,4,4,2,2,2,-4,-4,7,2,7,1,7,3,7,1,7,2,1,5,6,6,5,2,7,7,2,2,6,5,7,7,4,2,4,5,5,1,4,5,2,-2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-3,5,-3,5,-4,-4
5267,2,10,1981,1,58,103,4,-4,-4,-4,-4,-4,-4,-4,-4,53329,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,7,5,7,2,6,2,7,2,6,4,2,2,7,6,2,1,4,7,1,1,6,7,4,1,6,6,3,2,5,1,4,5,2,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,4,3
5268,1,6,1983,1,73,109,4,-4,-4,-4,-4,-4,-4,-4,-4,57944,2,3,1,4,3,2,4,5,-4,-4,6,4,7,5,7,1,4,3,7,1,1,1,6,7,5,2,4,4,1,1,7,7,3,1,6,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,4,5
5269,2,5,1982,1,61,104,4,-4,-4,-4,-4,-4,-4,-4,-4,77604,2,4,1,4,4,1,3,4,-4,-4,6,3,2,2,4,4,7,3,6,3,2,2,7,7,3,1,6,6,2,3,6,7,2,1,6,6,4,3,3,2,4,4,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,4,3
5270,2,12,1980,1,-4,-4,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,6,4,6,6,6,4,6,5,3,2,2,2,5,5,4,5,6,6,1,2,5,6,2,6,6,7,1,2,2,1,3,1,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4
5271,1,1,1981,1,16,85,4,-4,-4,-4,-4,-4,-4,-4,-4,29444,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,3,6,4,4,3,3,4,3,3,2,3,3,3,4,4,3,3,2,2,6,6,5,2,3,5,4,5,5,1,4,5,2,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4
5272,2,12,1980,1,-4,-4,4,-4,-4,-4,-4,-4,-4,-4,-4,28037,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,7,6,7,4,6,6,7,1,5,2,1,4,6,5,5,7,5,2,2,2,6,6,4,6,4,3,3,4,4,1,4,3,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,1,2,2,2,3,3
5273,1,3,1980,1,-4,-4,4,-5,-5,-4,-4,-5,-5,-5,-5,70730,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,-4,-4,-4,-4,4,2
5274,2,1,1981,1,-4,-4,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,4,2
5275,1,9,1980,1,-4,-4,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,5,2,5,3,6,4,5,3,6,4,4,5,5,4,5,2,4,6,4,5,5,3,2,3,5,5,2,3,3,2,4,3,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,5,3
5276,2,12,1980,1,4,74,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,5,5,5,3,6,5,7,5,5,4,3,3,6,6,4,5,5,6,3,2,7,7,3,5,5,5,3,4,4,1,3,3,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4
5277,1,1,1983,1,19,87,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,3,1,3,3,2,3,4,-4,-4,1,5,6,2,4,5,4,3,5,2,1,1,7,7,4,3,5,5,1,1,7,7,5,1,6,3,5,4,3,2,4,-2,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4
5278,1,1,1982,1,32,93,4,-4,-4,-4,-4,-4,-4,-4,-4,63263,3,4,2,4,4,2,1,5,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4
5279,1,9,1980,1,-4,-4,4,-4,-4,-4,-4,-4,-4,-4,-4,82761,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,6,7,6,7,7,6,2,7,4,3,3,7,4,4,2,5,5,1,2,7,5,4,3,5,3,3,2,2,1,4,4,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,-4,-4,-4,-4,4,2
5280,2,10,1982,1,47,99,4,-4,-4,-4,-4,-4,-4,-4,-4,69955,2,4,1,1,4,2,3,5,-4,-4,5,2,7,1,6,5,7,1,6,4,1,1,6,6,5,1,4,4,1,1,6,5,4,1,4,5,-2,2,3,1,4,4,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,-4,-4,-4,-4,-4,-4
5281,2,5,1980,1,19,87,4,-4,-4,-4,-4,-4,-4,-4,-4,67070,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,5,2,-2,3,4,5,6,2,5,2,2,2,6,6,2,1,4,6,2,2,6,6,2,1,7,6,4,3,5,1,3,3,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4
5282,1,1,1984,1,53,101,4,45,98,19,87,34,94,32,93,35417,2,3,3,3,4,4,4,4,-4,-4,5,2,6,2,7,1,7,1,4,2,1,1,7,6,5,1,5,3,3,2,6,6,3,3,4,4,3,4,4,1,4,5,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4
5283,1,9,1982,1,37,95,4,-4,-4,-4,-4,-4,-4,-4,-4,37757,2,5,1,5,5,1,4,5,-4,-4,6,3,6,6,2,5,3,2,6,5,1,1,7,7,7,5,6,5,1,1,6,6,6,6,6,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4
5284,1,1,1980,1,-4,-4,4,-4,-4,-4,-4,-4,-4,-4,-4,6974,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,5,1,7,2,6,6,7,1,6,1,1,1,7,7,5,7,6,5,1,1,7,7,2,7,1,6,-5,-5,-5,-5,-5,-5,-5,-5,5,2,5,1,5,5,1,-2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4
5285,2,4,1981,1,21,88,4,-4,-4,-4,-4,-4,-4,-4,-4,32170,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,6,7,6,4,7,5,7,3,7,4,1,1,7,6,7,7,7,4,7,2,7,5,7,5,6,6,2,4,4,1,3,2,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,-4,-4,-4,-4,-4,-4
5286,1,5,1982,1,25,90,4,-4,-4,-4,-4,-4,-4,-4,-4,11383,3,3,2,4,4,4,5,4,-4,-4,3,-2,-2,1,7,4,1,7,7,7,4,3,7,1,7,7,5,1,3,2,5,5,7,7,7,1,-5,-5,-5,-5,-5,-5,-5,-5,4,1,4,1,3,4,3,4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4
5287,1,9,1982,1,-3,-3,4,-4,-4,-4,-4,-5,-5,-4,-4,14007,2,1,1,5,4,4,4,4,-4,-4,4,5,6,7,2,4,4,4,5,3,1,1,5,4,7,4,5,5,1,1,7,7,7,7,4,7,4,2,3,1,4,5,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4
5288,1,1,1984,1,16,85,4,-4,-4,4,74,-5,-5,16,85,1668,4,4,4,4,4,4,4,5,-4,-4,4,1,5,7,4,5,1,1,7,5,5,7,4,4,6,4,6,3,1,5,6,6,1,4,6,6,5,-2,-2,1,1,4,1,-2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4
5289,2,9,1984,1,63,105,4,55,102,66,106,63,105,91,120,90242,4,3,2,2,3,4,5,5,82,114,5,5,5,3,5,2,6,3,6,5,1,2,6,5,2,1,6,6,1,2,7,6,2,2,5,2,3,4,3,2,3,3,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,6,7
5290,2,2,1981,1,-4,-4,4,-5,-5,-4,-4,-5,-5,-5,-5,92849,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,5,6,7,6,6,5,6,4,5,3,3,3,7,5,4,1,6,6,3,3,6,4,4,1,4,5,2,3,3,1,3,3,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,5,2
5291,2,6,1983,1,34,94,4,-4,-4,-4,-4,-4,-4,-5,-5,40407,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,5,3,1,4,5,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4
5292,1,7,1983,1,68,107,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,4,1,4,3,1,3,4,-4,-4,5,2,6,4,7,3,5,2,6,3,1,1,7,7,3,5,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,2,3,2,3,3,2,2,3,-4,-4,-4,-4,-4,-4
5293,2,1,1983,1,30,92,4,-4,-4,-4,-4,-4,-4,-4,-4,2748,3,4,3,3,3,4,4,2,-4,-4,3,3,4,7,7,3,5,5,1,3,7,3,3,5,5,1,5,5,7,7,5,5,6,7,4,5,3,4,4,3,3,1,4,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,-4,-4,-4,-4,-4,-4
5294,2,3,1983,1,21,88,4,-4,-4,-4,-4,-4,-4,-4,-4,43913,3,3,2,4,2,3,2,4,-4,-4,6,2,4,7,6,5,7,4,5,2,7,6,5,4,4,2,6,6,5,4,4,4,7,1,4,7,4,3,4,3,3,4,3,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,-4,-4,-4,-4,3,4
5295,2,1,1984,1,68,107,4,75,110,73,109,86,116,87,117,89144,2,4,3,3,4,2,4,5,-4,-4,6,1,6,2,6,1,5,5,7,1,5,2,6,4,5,1,1,5,1,1,7,7,6,1,1,6,4,2,3,1,4,4,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,4,6,6,6,-4,-4
5296,2,5,1980,1,10,81,4,-4,-4,-4,-4,-5,-5,-4,-4,43691,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,6,2,5,2,6,3,6,5,5,3,3,3,5,5,3,2,5,3,4,5,4,4,2,3,5,6,4,3,4,2,3,4,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4
5297,2,4,1982,1,27,91,4,-4,-4,-4,-4,-4,-4,-5,-5,9715,3,3,3,4,4,3,5,5,-4,-4,4,4,4,4,4,7,7,5,4,5,6,3,4,4,7,4,5,4,1,1,7,7,7,4,7,7,3,3,4,1,1,3,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,-4,-4,-4,-4,-4,-4
5298,2,5,1981,1,34,94,4,-4,-4,-4,-4,-4,-4,-4,-4,17806,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,5,1,6,5,2,5,4,1,2,2,3,5,6,4,5,2,4,4,2,5,6,4,5,4,4,4,4,3,5,2,4,4,1,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4
5299,2,11,1984,1,27,91,4,30,92,25,90,13,83,19,87,2901,2,2,2,5,3,2,2,5,-4,-4,5,1,6,1,5,5,6,3,7,4,3,1,6,6,1,1,5,6,7,1,7,5,1,1,-2,7,-5,-5,-5,-5,-5,-5,-5,-5,3,4,3,1,4,2,2,3,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4
5300,2,12,1980,1,-4,-4,4,-4,-4,-4,-4,-4,-4,-4,-4,74176,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,6,4,6,4,-2,1,5,1,3,2,1,2,6,6,5,1,5,6,2,1,7,7,5,1,4,6,3,5,4,1,3,3,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,4,2
5301,1,3,1984,1,47,99,4,75,110,-3,-3,92,121,90,119,42699,2,3,1,4,4,2,2,5,-4,-4,7,2,2,2,6,1,4,2,7,4,1,3,6,6,6,6,3,2,1,2,7,7,2,1,6,6,3,2,3,1,4,3,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,4,5
5302,2,11,1982,1,32,93,4,-4,-4,-4,-4,-4,-4,-4,-4,63137,2,4,2,5,5,1,2,5,-4,-4,6,2,6,2,6,2,6,2,6,5,1,1,7,6,6,1,5,7,1,2,7,7,6,2,6,6,3,2,5,1,4,3,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,4,4
